ISIN Code,Outstanding Amount,Stock Code,Stock Description,Issuer,Instrument,Issue Date,Maturity Date,Rating MARC,Rating RAM
MYBDM0812195,0.00,DM081219,PLSA 0% 31.10.2017 SN,PLSA,IBONDS,31/10/2008,31/10/2017,N/A,N/A
MYBDM0812534,0.00,DM081253,PLSA 0% 28.04.2017 SN,PLSA,IBONDS,31/10/2008,28/04/2017,N/A,N/A
MYBDM0812542,0.00,DM081254,PLSA 0% 31.10.2017 SN,PLSA,IBONDS,31/10/2008,31/10/2017,N/A,N/A
MYBDM0812872,0.00,DM081287,PLSA 0% 28.04.2017 SN,PLSA,IBONDS,31/10/2008,28/04/2017,N/A,N/A
MYBDM0812880,0.00,DM081288,PLSA 0% 31.10.2017 SN,PLSA,IBONDS,31/10/2008,31/10/2017,N/A,N/A
MYBDM0813201,0.00,DM081320,PLSA 0% 28.04.2017 SN,PLSA,IBONDS,31/10/2008,28/04/2017,N/A,N/A
MYBDM0813219,0.00,DM081321,PLSA 0% 31.10.2017 SN,PLSA,IBONDS,31/10/2008,31/10/2017,N/A,N/A
MYBDM0900750,0.00,DM090075,PLSA 0% 31.10.2017 SN,PLSA,IBONDS,30/04/2009,31/10/2017,N/A,N/A
MYBDM0900768,0.00,DM090076,PLSA 0% 30.04.2018 SN,PLSA,IBONDS,30/04/2009,30/04/2018,N/A,N/A
MYBDM0901055,0.00,DM090105,PLSA 0% 31.10.2017 SN,PLSA,IBONDS,30/04/2009,31/10/2017,N/A,N/A
MYBDM0901063,0.00,DM090106,PLSA 0% 30.04.2018 SN,PLSA,IBONDS,30/04/2009,30/04/2018,N/A,N/A
MYBDM0901345,0.00,DM090134,PLSA 0% 31.10.2017 SN,PLSA,IBONDS,30/04/2009,31/10/2017,N/A,N/A
